username,referer,pid,python_file,error_code,date,task
vikas,http://192.168.43.50/jobtracker.html,4150,master.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} systemctl start namenode,Tue Jun 26 23:13:46,HADOOPHDFS
rohan,http://192.168.43.55/new.html,4150,new.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root sudo chown apache /hadoop/mapred-site.xml,Tue Jun 26 23:13:46,PERMISSION
vikas,http://192.168.43.90/a.html,4150,a.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} sudo chmod 777 /nfs/{},Tue Jun 26 23:13:46,PERMISSION
piyush,http://192.168.43.20/master.html,4150,master.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} echo Y | hadoop namenode -format".format(Pass,Tue Jun 26 23:13:46,HADOOPHDFS
ayush,http://192.168.43.20/master.html,4150,master.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} echo Y | hadoop namenode -format".format(Pass,Tue Jun 26 23:13:46,HADOOPHDFS
rohan,http://192.168.43.55/new.html,4150,new.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root sudo chown apache /hadoop/mapred-site.xml,Tue Jun 26 23:13:46,PERMISSION
muskan,http://192.168.43.55/new.html,4150,new.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root sudo chown apache /hadoop/mapred-site.xml,Tue Jun 26 23:13:46,PERMISSION
ankit,http://192.168.43.90/a.html,4150,a.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} sudo chmod 777 /nfs/{},Tue Jun 26 23:13:46,PERMISSION
rohan,http://192.168.43.115/test.html,4150,t.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root jps | grep NameNode,Tue Jun 26 23:13:46,HADOOPHDFS
piyush,http://192.168.43.115/test.html,4150,t.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root jps | grep DataNode,Tue Jun 26 23:13:46,HADOOPHDFS
piyush,http://192.168.43.115/test.html,4150,t.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root jps | grep TaskTracker,Tue Jun 26 23:13:46,HADOOPMAPREDUCE
piyush,http://192.168.43.90/a.html,4150,a.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} sudo chmod 777 /nfs/{},Tue Jun 26 23:13:46,PERMISSION
rohan,http://192.168.43.90/a.html,4150,a.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} sudo chmod 777 /nfs/{},Tue Jun 26 23:13:46,PERMISSION
yash,http://192.168.43.50/jobtracker.html,4150,master.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} systemctl start namenode,Tue Jun 26 23:13:46,HADOOPHDFS
ayush,http://192.168.43.115/test.html,4150,t.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root jps | grep NameNode,Tue Jun 26 23:13:46,HADOOPHDFS
rohan,http://192.168.43.115/test.html,4150,t.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root jps | grep DataNode,Tue Jun 26 23:13:46,HADOOPHDFS
ankit,http://192.168.43.50/jobtracker.html,4150,master.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} systemctl start namenode,Tue Jun 26 23:13:46,HADOOPHDFS
yash,http://192.168.43.50/jobtracker.html,4150,master.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} systemctl start namenode,Tue Jun 26 23:13:46,HADOOPHDFS
vikas,http://192.168.43.115/test.html,4150,t.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root jps | grep TaskTracker,Tue Jun 26 23:13:46,HADOOPMAPREDUCE
ayush,http://192.168.43.80/run.html,4150,run.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} rpm -q JDK1.8 ".format(Pass,Tue Jun 26 23:13:46,UNKNOWN
yash,http://192.168.43.80/run.html,4150,run.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} rpm -q hadoop".format(Pass,Tue Jun 26 23:13:46,UNKNOWN
vikas,http://192.168.43.50/uid.html,4150,uid.py, AH01215:     x=sp.getstatusoutput("sshpass -p {0} ssh -o stricthostkeychecking=no -l root {1} echo "/myshared *(no_root_squash)" > /etc/exports,Tue Jun 26 23:13:46,NETWORKFILESYSTEM

